CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
0.951864086833412;0.6397321428571429;0.1994240460763139;0.7823284034888132;0.4254349627174814;0.18582489577129246;0.4918487686437738;0.5518518518518519;0.5532773109243698;0.3892765332354021;0.8618152085036794;0.8950467613439557;0.992702404675841
0.950920245398773;0.615625;0.17494600431965443;0.7773985589685249;0.3985086992543496;0.17569982132221562;0.5300034686090878;0.5407407407407407;0.5250420168067227;0.31986779287550493;0.8605887162714636;0.8933148597159681;0.9926035078697134
0.9513921661160925;0.6410714285714286;0.1879049676025918;0.7781569965870309;0.40347970173985087;0.18106015485407984;0.5206382240721471;0.5462962962962963;0.5381512605042017;0.3172970987881013;0.8565004088307441;0.9241427086941463;0.9928997038040657
0.9528079282680509;0.6633928571428571;0.18934485241180704;0.7861205915813425;0.4428334714167357;0.20607504466944612;0.47242455775234127;0.5777777777777778;0.5838655462184874;0.3668747704737422;0.8515944399018806;0.9573952199515068;0.9931182657456078
0.9575271354412458;0.7013392857142857;0.26205903527717783;0.8020477815699659;0.5111847555923777;0.2424061941631924;0.4103364550815123;0.6074074074074074;0.6487394957983194;0.4542783694454645;0.8503679476696647;0.9736750952545896;0.9932878737681167
0.9542236904200094;0.6741071428571429;0.20086393088552915;0.7918088737201366;0.46934548467274234;0.2287075640262061;0.44467568505029487;0.6037037037037037;0.6208403361344538;0.42085934630921773;0.8515944399018806;0.9691721510218221;0.9933086420974034
0.9542236904200094;0.6660714285714285;0.21238300935925125;0.789912779673872;0.46064623032311514;0.23406789755807028;0.45195976413458205;0.612962962962963;0.6020168067226891;0.42489900844656625;0.857318070318888;0.9393834430204365;0.9932052949350001
0.9575271354412458;0.7066964285714286;0.25197984161267095;0.8009101251422072;0.5053852526926264;0.2638475282906492;0.4190079778009018;0.6203703703703705;0.6450420168067227;0.4788835842820418;0.8577269010629599;0.9269137512989263;0.993015413067235
0.9664936290703161;0.7950892857142857;0.3650107991360691;0.8373151308304893;0.6292460646230323;0.2864800476474092;0.3465140478668054;0.65;0.7673949579831932;0.5908923980903416;0.8597710547833196;0.9151368202286111;0.9929560749835584
0.9764039641340254;0.8821428571428571;0.47588192944564434;0.8623435722411833;0.6992543496271748;0.3472304943418702;0.31286853971557405;0.6888888888888889;0.8514285714285714;0.699228791773779;0.857318070318888;0.9328022168340839;0.9930816739273405
0.9726285983954696;0.8214285714285714;0.4326853851691865;0.8494501327265833;0.6644573322286661;0.3281715306730197;0.32708983697537286;0.675925925925926;0.8036974789915966;0.6808666911494675;0.856909239574816;0.9276065119501213;0.9929896998976419
0.9622463426144408;0.6754464285714286;0.28581713462922964;0.8069776260902541;0.5285832642916322;0.26206075044669447;0.4013180714533472;0.6222222222222222;0.6410084033613446;0.5453543885420492;0.8548650858544562;0.914444059577416;0.9926366382997661
0.950920245398773;0.5200892857142857;0.1879049676025918;0.7762609025407661;0.39312344656172327;0.17510422870756404;0.528962885882761;0.5277777777777778;0.5152941176470588;0.3749540947484392;0.8511856091578086;0.912365777623831;0.9923824735080181
0.9485606418121755;0.496875;0.1627069834413247;0.7682973075464544;0.34341342170671085;0.14711137581893985;0.6122095039889004;0.46851851851851856;0.4880672268907563;0.27616599338964376;0.8511856091578086;0.9033598891582959;0.9922598414684198
0.951864086833412;0.5714285714285714;0.183585313174946;0.7808115282518013;0.4163214581607291;0.19178082191780824;0.5043357613596947;0.55;0.5294117647058824;0.37311788468600804;0.8515944399018806;0.8953931416695532;0.99215154946571
0.9528079282680509;0.5553571428571429;0.18214542836573072;0.7827076222980661;0.4262634631317316;0.1983323406789756;0.5019077349982657;0.5740740740740742;0.5304201680672269;0.37899375688578774;0.8491414554374489;0.8995497055767233;0.9920872665417271
0.9504483246814535;0.5303571428571429;0.17278617710583152;0.7739855896852484;0.38028169014084506;0.1679571173317451;0.5535900104058272;0.538888888888889;0.505546218487395;0.3275798751377157;0.8466884709730171;0.906823692414271;0.9920714430527466
0.9476168003775366;0.4861607142857143;0.15910727141828654;0.7656427758816838;0.32062966031483014;0.0;0.6520985084980923;0.0;0.46621848739495797;0.26147631289019463;0.8462796402289452;0.9085555940422585;0.992064025792287
0.0;0.4602678571428572;0.1511879049676026;0.7626090254076603;0.2924606462303231;0.13162596783799882;0.725979882067291;0.4296296296296297;0.4484033613445378;0.21446933529195739;0.8426001635322976;0.9210252857637686;0.9920575974998888
0.9466729589428976;0.4674107142857143;0.1490280777537797;0.7622298065984073;0.2903893951946976;0.13698630136986303;0.7266736038848421;0.4518518518518519;0.45546218487394957;0.21814175541681968;0.8434178250204415;0.9179078628333911;0.9920501802394291
0.9476168003775366;0.5031249999999999;0.156227501799856;0.7652635570724309;0.31938690969345485;0.15247170935080406;0.6538328130419702;0.5018518518518519;0.4783193277310924;0.2522952625780389;0.8454619787408013;0.9106338759958434;0.9920506747234599
0.9504483246814535;0.5763392857142857;0.1677465802735781;0.7751232461130073;0.3852526926263463;0.1840381179273377;0.5504682622268471;0.562962962962963;0.5247058823529412;0.3481454278369446;0.8438266557645134;0.9182542431589886;0.9920912224139722
0.9646059462010382;0.7977678571428571;0.2894168466522678;0.8263177853621541;0.5948632974316487;0.30196545562835025;0.3805064169268123;0.6314814814814815;0.7058823529411765;0.5875872199779655;0.847506132461161;0.9113266366470385;0.992181712991579
0.0;0.7790178571428571;0.0;0.8422449753507775;0.6433305716652858;0.0;0.33541449878598684;0.0;0.7589915966386555;0.6566287183253764;0.8552739165985281;0.8874263941808106;0.9922123710014785
0.9584709768758848;0.6919642857142857;0.29373650107991356;0.8115282518012894;0.5459817729908865;0.23049434187016082;0.38570933055844603;0.5962962962962963;0.6426890756302521;0.5277267719427102;0.8716271463614064;0.8372012469691722;0.9920932003500947
0.9565832940066069;0.653125;0.2634989200863931;0.8024270003792189;0.5124275062137531;0.24776652769505658;0.4054804023586541;0.6351851851851853;0.6043697478991596;0.5020198310686742;0.8761242845461978;0.8257706962244545;0.9920551250797356
0.9537517697026899;0.6276785714285714;0.22606191504679624;0.7971179370496777;0.4913007456503728;0.2042882668254914;0.4283732223378425;0.5796296296296297;0.5838655462184874;0.4256334924715387;0.8789860997547015;0.8191894700381019;0.9920313898462649
0.9556394525719679;0.6482142857142857;0.24478041756659466;0.8001516875237012;0.5037282518641258;0.21441334127456824;0.4190079778009018;0.5851851851851853;0.6026890756302521;0.4344473007712082;0.883483237939493;0.8122618635261518;0.9920645202763176
0.9565832940066069;0.6638392857142857;0.265658747300216;0.8069776260902541;0.5294117647058824;0.21620011911852294;0.3985431841831426;0.5981481481481482;0.6252100840336134;0.463092177745134;0.8843008994276369;0.8164184274333218;0.9922118765174479
0.9575271354412458;0.6933035714285715;0.27717782577393807;0.8122866894197953;0.5476387738193869;0.23228111971411558;0.38917793964620184;0.6037037037037037;0.6521008403361345;0.4917370547190598;0.8822567457072772;0.8209213716660895;0.9922366007189798
0.9570552147239264;0.6736607142857143;0.26277897768178543;0.8065984072810012;0.5273405136702568;0.2251340083382966;0.4002774887270205;0.5925925925925927;0.6242016806722689;0.4818215203819317;0.8826655764513491;0.8216141323172844;0.9922598414684198
0.9551675318546484;0.6580357142857143;0.23974082073434125;0.8028062191884718;0.5140845070422535;0.20845741512805244;0.4183142559833507;0.5907407407407408;0.6084033613445378;0.4384869629085567;0.8867538838920687;0.8115691028749568;0.9922064371931109
0.9622463426144408;0.7633928571428571;0.3117350611951044;0.8316268486916952;0.6118475559237779;0.24181060154854084;0.351023239680888;0.6462962962962964;0.7092436974789916;0.5912596401028277;0.8793949304987735;0.8299272601316245;0.9923137402277593
0.9613025011798018;0.7700892857142857;0.318214542836573;0.8274554417899129;0.5990057995028998;0.2394282310899345;0.35414498785986814;0.638888888888889;0.6880672268907563;0.6052148365773045;0.8765331152902698;0.8430897125043298;0.9924709861495024
0.974988201982067;0.9120535714285715;0.4953203743700504;0.8820629503223361;0.7497928748964374;0.3216200119118523;0.28581338883107876;0.6851851851851852;0.8705882352941177;0.7664340800587587;0.8704006541291904;0.8676827156217528;0.9926658128575738
0.9646059462010382;0.8026785714285715;0.3837293016558675;0.8346605991657188;0.6209610604805302;0.28231089934484815;0.3302115851543531;0.6462962962962964;0.7196638655462185;0.6709511568123393;0.8671300081766148;0.8773813647384829;0.9926944929313508
0.9603586597451628;0.7517857142857143;0.298776097912167;0.8126659082290483;0.5497100248550124;0.269803454437165;0.36038848421782865;0.6277777777777778;0.6463865546218487;0.6210062431142123;0.8626328699918233;0.8974714236231383;0.992795367673601
0.9693251533742331;0.8379464285714285;0.40820734341252696;0.8411073189230187;0.6404308202154101;0.2977963073257892;0.32639611515782174;0.6185185185185186;0.7603361344537816;0.6819684171869261;0.857318070318888;0.9165223415310011;0.9928106966785508
0.9565832940066069;0.6607142857142857;0.2318214542836573;0.7948426241941601;0.48218724109362054;0.23406789755807028;0.40339923690600066;0.5796296296296297;0.586218487394958;0.5453543885420492;0.8565004088307441;0.9147904399030136;0.9927246564572197
0.9528079282680509;0.6232142857142857;0.19222462203023757;0.7864998103905955;0.44449047224523613;0.20190589636688505;0.4408602150537634;0.55;0.5589915966386555;0.493573264781491;0.8548650858544562;0.9140976792518185;0.9926386162358887
0.9513921661160925;0.6178571428571429;0.17494600431965443;0.7789154342055367;0.40679370339685167;0.16855270994639668;0.47728061047519943;0.5222222222222223;0.5260504201680672;0.45648182152038186;0.8536385936222404;0.9140976792518185;0.9925560374027721
0.951864086833412;0.6125;0.1771058315334773;0.7789154342055367;0.4072079536039768;0.0;0.4783211932015262;0.0;0.5310924369747899;0.43922144693352916;0.8495502861815208;0.9265673709733288;0.9925149952282292
0.0;0.6013392857142857;0.18430525557955363;0.7819491846795602;0.4229494614747307;0.1840381179273377;0.4620187304890738;0.5240740740740741;0.5418487394957984;0.43775247888358426;0.8462796402289452;0.939037062694839;0.9925075779677696
0.9485606418121755;0.5258928571428572;0.1655867530597552;0.7682973075464544;0.34175642087821045;0.15604526503871352;0.5619146722164412;0.4907407407407408;0.49546218487394955;0.37421961072346677;0.8515944399018806;0.913058538275026;0.9924205487783773
0.9495044832468145;0.5803571428571428;0.16342692584593232;0.7694349639742132;0.3504556752278376;0.15068493150684933;0.557058619493583;0.4814814814814815;0.4934453781512605;0.38009548292324635;0.8470973017170891;0.9265673709733288;0.9923735727954666
0.950920245398773;0.5857142857142856;0.17782577393808496;0.7777777777777779;0.40182270091135047;0.20190589636688505;0.4953173777315296;0.5129629629629631;0.5408403361344538;0.4186558942343004;0.8434178250204415;0.941808105299619;0.9923958245768453
0.9565832940066069;0.6857142857142857;0.23902087832973362;0.8031854379977248;0.5149130074565037;0.2715902322811197;0.39368713146028445;0.5481481481481482;0.6312605042016807;0.51120088138083;0.8442354865085854;0.9407689643228265;0.9924022528692436
0.9613025011798018;0.7178571428571429;0.31605471562275017;0.8156996587030718;0.5604805302402651;0.2948183442525313;0.3572667360388484;0.5907407407407408;0.6645378151260504;0.591626882115314;0.856909239574816;0.8995497055767233;0.9924907655107278
0.9589428975932043;0.7352678571428571;0.25917926565874727;0.8073568448995071;0.5306545153272576;0.26801667659321027;0.3707943114810961;0.6037037037037037;0.627563025210084;0.6114579507895703;0.8683565004088307;0.8701073779009353;0.9925951016411925
0.9631901840490797;0.7776785714285714;0.34773218142548595;0.8194918467956012;0.5733222866611433;0.29541393686718287;0.34963579604578565;0.662962962962963;0.6655462184873949;0.6547925082629453;0.8814390842191332;0.8389331485971597;0.9926524617887466
0.9608305804624823;0.7370535714285714;0.29517638588912887;0.8115282518012894;0.5455675227837613;0.2614651578320429;0.37287547693374956;0.6685185185185185;0.6315966386554622;0.5828130738156445;0.8928863450531479;0.8098372012469692;0.9924739530536861
0.9570552147239264;0.6821428571428572;0.2548596112311015;0.8050815320439895;0.5215410107705053;0.21024419297200717;0.41172389871661463;0.6000000000000001;0.6050420168067226;0.4777818582445832;0.8969746524938675;0.8011776931070316;0.9924047252893968
0.9532798489853704;0.628125;0.22462203023758098;0.7910504361016307;0.4656172328086164;0.18939845145920192;0.44675685050294833;0.5592592592592593;0.5673949579831933;0.3856041131105399;0.8912510220768601;0.8133010045029443;0.9924922489628197
0.9532798489853704;0.6428571428571429;0.22174226061915048;0.7933257489571484;0.4751449875724938;0.1899940440738535;0.43322927506070064;0.5851851851851853;0.5821848739495799;0.421226588321704;0.8928863450531479;0.8091444405957742;0.9924502178202155
0.9556394525719679;0.6723214285714285;0.22390208783297336;0.7971179370496777;0.4917149958574979;0.2013103037522335;0.4176205341657995;0.6000000000000001;0.5895798319327731;0.46933529195739987;0.8896156991005724;0.8143401454797368;0.9924353832992964
0.9546956111373289;0.68125;0.2138228941684665;0.7986348122866895;0.49710024855012425;0.20726622989874927;0.40790842872008326;0.6018518518518519;0.6057142857142858;0.4715387440323173;0.8859362224039247;0.8236924142708695;0.9924873041225134
0.9589428975932043;0.746875;0.2814974802015838;0.8172165339400835;0.5646230323115161;0.25431804645622397;0.35761359694762396;0.6444444444444445;0.6652100840336135;0.5857510099155343;0.883483237939493;0.8347765846899897;0.9926524617887466
0.9636621047663992;0.8075892857142857;0.32973362131029516;0.832764505119454;0.6155758077879039;0.2840976771888029;0.3322927506070066;0.675925925925926;0.7132773109243697;0.6654425266250459;0.8822567457072772;0.8396259092483548;0.9927108109043619
0.9636621047663992;0.8084821428571428;0.3484521238300936;0.8312476298824423;0.6106048053024027;0.285288862418106;0.33090530697190423;0.6685185185185185;0.7109243697478992;0.6966580976863753;0.8818479149632051;0.8455143747835123;0.9928181139390103
0.9636621047663992;0.8129464285714285;0.3376529877609791;0.8278346605991658;0.5994200497100248;0.28767123287671237;0.33368019424210893;0.6648148148148149;0.692436974789916;0.7660668380462725;0.8802125919869174;0.854866643574645;0.992968931568355
0.9584709768758848;0.7339285714285714;0.2735781137508999;0.808115282518013;0.5339685169842584;0.24657534246575347;0.36212278876170656;0.6351851851851853;0.6547899159663866;0.6698494307748807;0.8773507767784137;0.8611014894354001;0.9929536025634053
0.9561113732892874;0.7223214285714286;0.22750179985601152;0.7997724687144483;0.5012427506213752;0.22156045265038715;0.3787721123829344;0.6111111111111112;0.6060504201680672;0.6375321336760925;0.8777596075224856;0.8635261517145827;0.9930193689394801
0.9575271354412458;0.7741071428571429;0.210943124550036;0.8001516875237012;0.5024855012427506;0.23228111971411558;0.3777315296566077;0.6092592592592593;0.6087394957983193;0.6371648916636063;0.87448896156991;0.8784205057152754;0.9931701865688247
0.9570552147239264;0.7517857142857143;0.23830093592512597;0.8035646568069778;0.5157415078707539;0.22275163787969032;0.37460978147762747;0.5907407407407408;0.613109243697479;0.6353286816011752;0.8773507767784137;0.8711465188777279;0.993188976961989
0.9556394525719679;0.6995535714285714;0.21022318214542834;0.7910504361016307;0.4660314830157415;0.19535437760571772;0.39993062781824484;0.562962962962963;0.5858823529411765;0.5644509731913331;0.8687653311529027;0.8967786629719432;0.9931894714460197
0.9551675318546484;0.6892857142857143;0.23902087832973362;0.795221843003413;0.48384424192212094;0.0;0.3888310787374263;0.0;0.611764705882353;0.5427836944546456;0.8650858544562551;0.912365777623831;0.9932572157582171
0.0;0.59375;0.18430525557955363;0.7781569965870309;0.40306545153272577;0.16081000595592615;0.4613250086715227;0.5222222222222223;0.5552941176470588;0.45941975762027176;0.8671300081766148;0.9043990301350884;0.9932221073920418
0.9495044832468145;0.5633928571428571;0.16702663786897048;0.7724687144482367;0.36909693454846726;0.15068493150684933;0.5105792577176552;0.5;0.5300840336134454;0.41461623209695186;0.8646770237121831;0.9113266366470385;0.9931874935098971
0.9485606418121755;0.5696428571428571;0.16486681065514758;0.7679180887372015;0.3388566694283347;0.14532459797498512;0.5532431494970517;0.48703703703703705;0.5152941176470588;0.3936834373852368;0.8650858544562551;0.908209213716661;0.9931578244680588
0.9480887210948561;0.5482142857142857;0.16342692584593232;0.7675388699279485;0.3376139188069594;0.1631923764145325;0.5494276795005203;0.49444444444444446;0.5176470588235295;0.3867058391479985;0.8601798855273917;0.9269137512989263;0.9931860100578052
0.9504483246814535;0.6049107142857143;0.169906407487401;0.7743648084945014;0.38193869096934546;0.17927337701012508;0.49427679500520294;0.5259259259259259;0.5425210084033614;0.4256334924715387;0.8650858544562551;0.9099411153446485;0.9931860100578052
0.9513921661160925;0.640625;0.18502519798416125;0.7827076222980661;0.4258492129246065;0.18939845145920192;0.4353104405133541;0.5240740740740741;0.5805042016806723;0.4748439221446933;0.8683565004088307;0.9005888465535158;0.9932339750087771
0.9542236904200094;0.6839285714285714;0.23686105111591071;0.7910504361016307;0.4652029826014913;0.20488385944014298;0.3995837669094693;0.5518518518518519;0.6097478991596639;0.5233198677928755;0.8769419460343417;0.8766886040872879;0.9932839178958716
0.9570552147239264;0.734375;0.2505399568034557;0.7997724687144483;0.5008285004142502;0.22394282310899347;0.37391605966007635;0.5814814814814815;0.6373109243697479;0.5710613294160852;0.8867538838920687;0.8524419812954624;0.9933140814217405
0.9570552147239264;0.7214285714285714;0.24838012958963282;0.7990140310959425;0.49792874896437445;0.2150089338892198;0.3839750260145681;0.5907407407407408;0.6309243697478991;0.5369078222548659;0.8965658217497955;0.825424315898857;0.9931583189520895
0.9532798489853704;0.6611607142857143;0.210943124550036;0.7868790291998484;0.44739022369511183;0.18642048838594405;0.445369406867846;0.562962962962963;0.5798319327731093;0.4333455747337496;0.9043336058871627;0.8015240734326291;0.992830970523807
0.9523360075507314;0.628125;0.2044636429085673;0.7868790291998484;0.44697597348798673;0.18046456223942825;0.4523066250433576;0.5592592592592593;0.5680672268907563;0.3936834373852368;0.9051512673753066;0.797367509525459;0.9927340516538018
0.9528079282680509;0.6508928571428572;0.21526277897768178;0.789533560864619;0.45816072908036454;0.18582489577129246;0.4443288241415192;0.5685185185185185;0.5751260504201681;0.4039662137348512;0.9071954210956663;0.793210945618289;0.9926890536070138
0.9579990561585653;0.7401785714285715;0.25197984161267095;0.8035646568069778;0.5157415078707539;0.22036926742108398;0.40721470690253203;0.6092592592592593;0.6205042016806722;0.47704737421961074;0.9084219133278822;0.7911326636647039;0.992684603250738
0.9575271354412458;0.73125;0.25629949604031677;0.8039438756162307;0.5182270091135045;0.22632519356759978;0.39646201873048903;0.6074074074074074;0.6278991596638656;0.5163422695556371;0.9047424366312347;0.799445791479044;0.9927736103762529
0.9556394525719679;0.7491071428571429;0.2318214542836573;0.8047023132347365;0.5198840099420049;0.21441334127456824;0.391605966007631;0.5944444444444446;0.6289075630252101;0.5369078222548659;0.8982011447260834;0.8198822306892969;0.9930757401189728
0.9655497876356772;0.8964285714285715;0.33261339092872566;0.8365566932119834;0.6263463131731566;0.27456819535437765;0.3305584460631287;0.6611111111111112;0.7371428571428571;0.6970253396988615;0.8928863450531479;0.8372012469691722;0.9932858958319941
0.9716847569608306;0.9366071428571429;0.38948884089272856;0.8460371634433069;0.6549295774647887;0.3126861226920786;0.30558446063128686;0.6907407407407408;0.7741176470588236;0.7730444362835108;0.8896156991005724;0.8524419812954624;0.9935222591986392
0.9598867390278433;0.7857142857142857;0.2980561555075594;0.81418278346606;0.5550952775476388;0.24836212030970817;0.3413111342351717;0.6407407407407408;0.6783193277310925;0.6786632390745502;0.8859362224039247;0.8645652926913752;0.9935766524420094
0.9537517697026899;0.6803571428571429;0.2159827213822894;0.7925673113386424;0.47224523612261804;0.20607504466944612;0.38987166146375307;0.5944444444444446;0.600672268907563;0.5960337862651487;0.8843008994276369;0.8694146172497403;0.9935870366066528
0.9542236904200094;0.6915178571428572;0.20086393088552915;0.7918088737201366;0.46934548467274234;0.2096486003573556;0.3929934096427332;0.5907407407407408;0.6107563025210084;0.5688578773411678;0.8777596075224856;0.886387253204018;0.9935736855378255
0.9523360075507314;0.6424107142857143;0.19150467962562995;0.7864998103905955;0.44407622203811103;0.18106015485407984;0.4110301768990635;0.5537037037037038;0.5872268907563025;0.5325009181050312;0.8781684382665575;0.882230689296848;0.9934995129332298
0.9523360075507314;0.6424107142857143;0.19654427645788336;0.7846037163443308;0.43620546810273403;0.18225134008338298;0.41970169961845305;0.5425925925925926;0.5858823529411765;0.5045905251560778;0.874897792313982;0.8901974367855906;0.9934648990510851
0.9523360075507314;0.6357142857142857;0.19150467962562995;0.7849829351535837;0.43703396851698423;0.18344252531268612;0.415539368713146;0.5333333333333334;0.5936134453781513;0.49540947484392217;0.8724448078495503;0.9050917907862834;0.9935969262872656
0.949032562529495;0.5705357142857143;0.17566594672426206;0.7751232461130073;0.3869096934548467;0.0;0.4606312868539716;0.0;0.5670588235294118;0.44840249724568493;0.8691741618969746;0.9127121579494285;0.993532148879252
0.0;0.5705357142857143;0.17566594672426206;0.7736063708759956;0.37738193869096937;0.15842763549731986;0.46826222684703434;0.5018518518518519;0.560672268907563;0.445464561145795;0.8679476696647588;0.9192933841357811;0.9935919814469591
0.9485606418121755;0.5691964285714285;0.1720662347012239;0.7732271520667426;0.3740679370339685;0.17153067301965458;0.4703433922996878;0.5074074074074074;0.559327731092437;0.4443628351083364;0.8663123466884709;0.9262209906477312;0.9936038490636945
0.9504483246814535;0.6058035714285714;0.18070554355651547;0.7827076222980661;0.4266777133388567;0.2013103037522335;0.42663891779396457;0.5185185185185186;0.5996638655462185;0.47117150201983105;0.8642681929681112;0.9369587807412539;0.9936532974667583
0.9542236904200094;0.6758928571428572;0.22102231821454282;0.795221843003413;0.48301574150787074;0.25491363907087555;0.3805064169268123;0.5351851851851852;0.6420168067226891;0.5269922879177378;0.8638593622240393;0.9359196397644615;0.9936167056484911
0.9697970740915526;0.8915178571428571;0.3858891288696904;0.8566552901023892;0.683927091963546;0.3335318642048839;0.295525494276795;0.5814814814814815;0.8480672268907563;0.6904149834741095;0.8683565004088307;0.9140976792518185;0.9935024798374137
0.9820670127418594;0.9647321428571428;0.5889128869690425;0.8976109215017066;0.7874896437448219;0.4038117927337701;0.2556364897676032;0.6462962962962964;0.9630252100840336;0.8755049577671685;0.8781684382665575;0.880845167994458;0.9934559983385337
0.9712128362435111;0.8799107142857143;0.4593232541396688;0.8593098217671598;0.6917978458989229;0.35378201310303753;0.28511966701352753;0.6611111111111112;0.8275630252100841;0.7980168931325744;0.8887980376124284;0.8507100796674749;0.9934149561639907
0.9636621047663992;0.7875;0.38444924406047515;0.8346605991657188;0.6213753106876553;0.30911256700416917;0.3156434269857787;0.6574074074074074;0.7492436974789916;0.7337495409474843;0.8986099754701553;0.8261170765500521;0.9933200152301082
0.9584709768758848;0.7276785714285714;0.3030957523398128;0.8119074706105424;0.5468102734051367;0.2388326384752829;0.35761359694762396;0.6185185185185186;0.6665546218487395;0.6323907455012854;0.9076042518397383;0.8108763422237617;0.9933709470852639
0.9575271354412458;0.721875;0.29301655867530596;0.8149412210845659;0.5575807787903894;0.22096486003573557;0.3572667360388484;0.5907407407407408;0.682689075630252;0.5890561880279104;0.9129190515126737;0.8042951160374091;0.9934658880191465
0.9575271354412458;0.7142857142857143;0.2814974802015838;0.8168373151308306;0.564208782104391;0.21381774865991665;0.3600416233090531;0.575925925925926;0.682016806722689;0.5372750642673522;0.9153720359771054;0.796674748874264;0.99329825793276
0.9556394525719679;0.6772321428571428;0.27717782577393807;0.8043230944254836;0.5190555095277547;0.21024419297200717;0.3905653832813042;0.562962962962963;0.6410084033613446;0.49100257069408737;0.9174161896974652;0.7928645652926914;0.9932878737681167
0.9546956111373289;0.6776785714285715;0.2455003599712023;0.8020477815699659;0.5107705053852527;0.2042882668254914;0.39889004509191817;0.5537037037037038;0.6302521008403361;0.46566287183253763;0.9174161896974652;0.794596466920679;0.9933432559795482
0.9570552147239264;0.734375;0.2980561555075594;0.814562002275313;0.5555095277547638;0.2120309708159619;0.36663198057578905;0.5740740740740742;0.6803361344537815;0.5332354021300036;0.9149632052330334;0.8011776931070316;0.9934861618644026
