0;1;2
-3.3769467;-26.580263;-7.9912677
9.391532;4.2190285;8.84172
13.322505;-8.245988;-19.232004
0.1486513;15.458454;-13.83743
-2.8062177;-15.082123;-4.195382
-18.674253;17.615816;-0.1979606
-9.7713375;-30.137306;-1.2626319
17.391844;-7.4152617;19.308678
6.2395687;6.0207734;-20.485935
10.661325;-15.583349;25.567993
-19.473387;-16.051699;-1.9342282
4.797596;-19.871265;24.74193
14.418739;14.701727;8.2761345
1.4192449;14.16559;-18.989492
9.708888;2.7195134;-5.389504
-10.780903;-7.4969997;9.09006
-18.694456;2.4865346;-0.9452514
-4.4483123;23.497387;2.4851336
6.526756;-8.269186;20.515528
3.4548225;-8.956393;-21.571035
2.2935824;-18.941406;18.677698
16.193249;6.5922394;15.653532
2.9123614;-24.168385;10.865935
18.283587;-6.5484433;-3.2536654
6.8026395;15.896274;-1.1396132
2.0827243;6.9956665;0.2181743
-14.863485;12.229231;-5.9265575
12.675092;-20.33452;12.342288
13.702136;13.620026;-4.2426972
12.989905;-9.291406;8.02745
-5.855549;12.965394;-19.83805
1.7895348;-26.502878;-1.7050964
-2.9627929;-7.7447143;-5.5111322
-1.6244224;-7.648616;-7.316224
-4.0224166;-6.194239;-13.939444
-17.801764;-16.62632;-1.6874257
5.786205;-2.3037486;-8.664016
-10.474046;13.773225;-4.914225
-22.666801;15.527032;5.230591
15.20287;14.268833;-1.5444705
-13.640273;-9.3172245;0.34131727
11.779792;2.3574843;-20.57904
15.853694;20.753298;10.352575
-20.635723;14.247415;-1.4455234
4.622948;14.017463;6.351418
-3.7595534;3.5172021;19.052168
21.25979;2.1894157;12.193738
0.45869133;-7.5021157;-18.820284
-11.009823;15.663801;-15.011505
9.650239;-7.348519;-6.485491
-24.698135;-6.66625;1.5115615
-19.308216;-14.870073;3.6343853
10.307531;10.31806;13.274635
-3.046245;-10.174009;-24.716558
-0.94813216;-16.79359;-12.197688
-3.5308115;-23.087822;-16.556223
-10.47887;-10.599331;-20.02315
6.5225134;-10.694484;14.715544
-1.6348424;-9.288747;-22.246313
9.815085;2.94447;10.29343
-17.427658;1.9704117;-2.7404552
-18.995176;-15.680373;0.33126616
18.86602;3.9577463;-12.126086
2.2733579;-9.564298;-15.92895
8.513709;2.0381944;-11.72604
-10.801774;4.157579;-15.188387
-23.080124;11.265275;-1.0488175
6.0356927;-5.776142;16.944696
3.4405954;-4.256051;23.919258
12.885868;-6.705904;12.216776
-7.485723;8.179403;8.47041
0.031338245;4.8426714;-7.064533
15.861521;4.209876;-10.509603
1.0332526;-4.946915;25.90357
-14.762098;10.999055;-14.903125
-3.542787;17.34533;-14.649012
5.636084;-2.8028646;25.55766
15.29243;18.080786;2.8220046
-18.261787;-9.990535;-6.7574663
-10.800116;-8.234207;-10.827259
9.63109;23.242237;17.549671
19.696405;19.599754;-5.6561975
-10.324557;19.61736;8.030535
-5.3260603;7.4353743;-26.942513
-5.5827723;-7.8290024;-17.954939
-24.407534;6.3519096;-11.6578455
-5.8111773;-12.909032;-18.712315
-7.981685;26.477139;2.7159162
1.4965072;18.895382;-15.700617
-14.51729;5.5392365;-5.953248
-8.420951;-5.1136913;16.972536
7.644199;8.793021;-19.193377
-12.340183;14.968433;4.484306
-18.114601;-14.177009;-11.679034
7.6502604;0.059920654;-15.747813
10.624482;-5.6460176;-1.4514197
0.7211719;-19.337177;16.220896
6.9230037;13.410814;13.54085
-9.050512;-8.3934;11.273299
2.4528105;-20.044794;-21.190727
-2.4637337;-5.627164;12.436856
13.842453;1.8602245;3.659983
-11.975793;4.5363474;-28.896421
-18.97726;1.602162;22.68069
18.670027;16.27627;8.847205
24.022484;8.489178;11.451953
3.946093;7.1856422;8.035913
6.3747406;-2.9305742;24.544395
-10.34508;-3.3158948;13.748842
-8.181625;-17.243877;11.404914
19.656797;6.631116;10.2242565
10.424939;8.098954;-6.5812287
-10.036353;7.835563;-10.308167
17.983898;-6.097823;-1.0981872
-0.41801494;-15.659105;-5.9743924
0.7947987;11.904681;-10.024547
-24.839346;3.3570652;-16.451595
2.1482372;-11.033892;21.226242
12.99175;-21.279552;13.513477
-20.15434;-0.90234745;23.215824
0.84880406;18.481825;-15.627555
2.7395;-10.1633415;21.364197
-10.743593;-2.6110094;14.506111
7.88751;13.682695;3.9663699
12.177206;-23.24234;0.41605932
6.4261174;5.9252987;17.002438
18.262432;-1.5236591;-10.360936
-6.1144214;-11.807844;-18.360317
12.482024;-18.463894;6.3202715
5.8113933;-25.839752;0.18703099
26.30335;9.024949;7.0282874
9.893468;22.049194;16.125338
2.2471852;0.7295263;-5.5833507
21.402206;1.885732;-8.121984
1.3041028;-6.7182164;17.400238
-2.8219354;-5.8374825;-13.208118
16.170473;7.9767275;-1.0400825
9.280509;-27.438177;4.3882456
12.022187;-23.67459;-6.022511
-3.4198055;22.312567;-8.715932
-17.30609;3.2416384;19.13752
6.484571;-11.386112;7.777303
-3.462676;-18.993328;-8.571387
-8.996636;-4.3296623;0.59910583
8.881263;-19.232182;12.326108
9.077805;8.910257;19.268538
5.0355864;-2.5448525;-7.3734927
2.8052595;-1.1578203;-6.2498174
-22.866352;3.847951;-15.516939
-4.9498286;3.3285224;20.36239
-3.9396422;16.844135;-15.34334
-23.808426;5.505742;-13.828714
16.224463;11.372566;-9.955947
-9.434031;-2.9081016;-8.859319
-2.186903;10.017678;0.39205477
7.044548;-1.7506727;-9.061031
-1.3525157;14.788636;-10.284729
-8.199026;-0.43089804;-20.801737
-2.332424;-11.810527;-21.892246
-0.2795499;-11.201472;-13.173147
-4.4856462;-9.983112;-27.047338
13.294245;8.481935;19.896856
-9.910235;26.855621;3.3476093
23.280495;5.9208007;9.932483
-7.9821763;-12.405209;-15.164319
-21.812819;-1.3343657;7.656054
-15.07233;15.282371;5.1697345
1.0538447;-7.564739;-13.0638075
5.909099;5.3764977;0.27703023
-26.342321;-7.6455016;-11.858355
0.93627626;23.749231;1.4103415
-10.313063;-21.647861;-1.0051668
-2.6789362;-5.275617;-14.36564
9.002219;24.271523;16.275831
-10.611549;26.104843;3.8306718
-15.170743;11.838246;-15.536527
8.638206;-20.066645;9.987577
-3.2111497;-4.633012;3.30727
4.387292;26.83864;10.829214
-9.292149;29.364128;2.201799
1.5947194;-22.958565;3.2381568
-4.921626;26.743095;-2.4809656
18.202623;1.8234271;13.161471
-6.390074;-23.402016;-17.134422
7.0721254;28.007692;1.1355187
-2.4610035;10.035537;-0.3507601
-16.851517;-0.3805218;1.5444276
-18.458364;3.7660334;10.050196
4.8298306;8.651031;-19.38056
8.172757;5.108156;11.898159
17.150288;5.5132103;-12.119611
-0.074686185;-10.2561245;-17.656902
4.7451887;-28.412043;0.64415187
-12.767724;4.4134917;-3.9823751
6.1972;-16.074753;-15.651474
21.556433;8.604074;-8.383119
6.7895746;-7.3208776;-5.462296
-2.2535057;11.434353;-24.107689
-14.234501;-0.16391394;3.0411067
-14.277194;9.344219;6.7333784
-1.5731118;11.46956;-0.30218285
-8.670471;29.349112;2.4709003
-2.6503656;-6.0035934;15.456087
-12.077117;11.7593975;5.422312
-3.320224;-6.6884027;-20.531736
-4.269425;19.859993;-0.8178815
5.612912;-2.9449368;-8.180387
10.08903;9.958974;12.930466
-25.249369;2.3290164;-17.207405
-8.193594;-3.8019295;18.649942
-6.8230505;-25.095129;-4.8482256
8.843995;1.8486207;3.1812522
-26.343065;-5.3910184;2.0828998
16.286974;9.894022;4.4192805
-16.660332;16.493143;11.214987
-8.993365;-25.077394;-1.9437805
2.9942281;21.900026;-6.7722015
9.025207;-4.4530797;11.667293
-5.445053;4.320903;3.6453595
2.85574;4.08187;-8.809176
4.038641;6.116485;6.470867
-9.700685;-30.231504;-1.2437328
-0.58618504;-20.807293;19.0249
2.1059728;-24.889526;11.145803
-10.720992;-7.4496145;-0.5443248
22.266356;-12.277316;11.022524
20.944538;-11.056919;3.9787333
-15.475112;14.505264;-16.793085
-8.841029;-15.20053;-6.3319216
-16.461899;15.970108;10.974724
-3.6305563;7.441124;-28.139645
15.824893;13.957482;3.2500072
0.4436619;1.2755792;-5.9697146
-12.689364;0.84114987;-14.432557
-19.000923;-0.22242135;12.924926
-11.686396;-9.2791395;12.038731
12.96719;-5.7149606;16.202986
-16.186682;-19.923159;-3.6494603
-1.183494;13.698686;-12.368054
5.996297;7.2206817;17.308748
-1.1903765;-9.380497;-13.304694
3.1017878;-9.922265;-19.89698
-1.4463513;-3.0010011;-3.4188383
7.1332664;0.28736228;-15.683598
-10.745357;-11.998026;11.51444
-10.330471;14.187909;-2.34728
7.3101006;-22.524107;-6.2261167
-1.6521671;16.35543;-9.226364
-13.736706;4.6050487;-4.222294
-10.379161;-22.951197;8.915799
12.351459;-0.7022479;-15.954392
23.155012;2.001222;-5.0200915
9.658108;21.937843;3.8389838
1.4793508;8.122207;-24.509777
6.052472;-1.635997;-8.7301235
3.8904479;7.7985754;3.6702526
14.551672;6.5308146;-2.9644413
6.7852483;-1.2729236;-10.703812
-0.18381578;-17.467228;14.3524885
-9.390026;6.262524;-4.5100174
7.8629956;-3.483218;3.1962976
-9.232593;28.390192;0.42142186
-4.881268;4.6912365;2.790113
7.6534386;7.120241;-0.6788114
-6.766864;12.608881;-24.626
9.910989;11.676604;-7.739482
18.45025;9.469894;-6.0632434
-3.2694168;24.84308;14.552251
14.413613;8.711115;18.143858
6.2062125;-8.636699;20.749859
-16.918356;19.595358;2.7533293
-9.889686;-2.4456806;12.997241
8.101989;-3.472773;20.808432
-9.437454;-3.7015753;-18.439013
9.733918;0.7967798;-11.569189
-26.368805;-4.3482127;-0.543593
-7.9057026;9.950498;8.116045
3.9047747;7.702326;4.6930532
14.602966;5.9258046;-2.7748096
-10.602179;11.843818;2.2129023
-0.7257354;-22.250721;15.68652
-2.34321;-8.804924;-5.395212
-2.9165142;-6.8710246;-6.9083977
-9.95394;20.501057;-6.6987967
-20.73764;2.4485335;10.098632
6.8085465;-3.7218256;23.798431
-3.6614945;-10.867993;-23.239101
10.881714;10.594081;10.979229
4.4322534;-3.8479342;4.2441154
-2.254881;-17.466219;7.502918
26.82945;-2.969102;10.34405
0.34305784;-8.327135;-0.8683254
4.1639767;19.085495;5.2321105
-12.133574;-17.558945;-8.8114395
-20.385378;-1.1212579;21.554874
7.7523293;-5.8413086;18.291584
-15.55491;8.112538;3.3551974
-0.6568413;-19.46715;17.048355
-12.618727;10.922127;3.5266314
9.497931;-5.124148;24.193375
-3.5824456;-20.226343;18.32546
-22.434664;3.1692195;-15.724346
11.868627;-22.688614;-5.3263097
9.7056;10.61743;-0.12839784
-14.990828;-3.897748;-19.794012
-9.940186;-22.63675;9.03517
-3.2133799;24.926952;2.4265184
-16.43499;-12.719456;-8.50997
18.53991;16.425919;9.231273
1.4273895;-17.88224;16.845848
-19.660452;10.193479;16.489685
2.4921446;-12.433513;-2.0585253
9.244844;-22.433668;-10.953396
-26.532448;-6.913308;-7.499174
-8.324291;-20.339352;10.098805
-7.625303;9.891614;-5.377487
20.341383;1.2606134;11.94542
-12.437578;11.198879;-11.213806
-10.380463;-18.208406;-9.205725
-0.15702611;-11.064831;0.8176577
20.292458;-0.31070563;15.615323
-18.289438;13.009811;-3.4450743
-13.674566;0.2655589;-16.419973
16.743696;1.942847;9.155473
-2.8084297;21.137648;16.667887
-2.8470562;-20.599522;-5.413543
-15.147398;0.11217547;1.1379077
-13.514973;5.3983116;-5.62847
-17.338312;16.723934;10.919796
-11.726443;-9.329823;-0.7086351
-10.01265;-16.523914;11.049149
-9.415474;-22.075182;8.568464
-2.995807;-2.730318;-14.728763
14.329773;1.4237679;4.975385
-6.613369;-0.68484676;11.359064
3.553694;1.0247653;-11.348482
-13.727815;3.9651918;-20.349142
14.07015;20.857286;7.421113
-9.633121;-9.338048;11.606069
22.578854;5.745189;10.619035
-1.1883016;-18.12029;-12.636282
19.315485;-1.2705816;-11.24436
10.619855;28.792725;0.8009482
6.4824796;19.269966;-0.20932764
5.709846;-12.716125;-3.470005
27.821253;-1.745235;13.376861
23.674017;2.282141;-3.567031
-1.624551;-1.9124006;-4.731243
-15.8515;12.416343;7.5532856
-14.584055;-4.7008257;-13.779861
8.296434;-21.175419;-8.465125
-7.549808;13.847663;-14.704373
0.34275872;7.1772184;-28.147726
12.273827;-25.699799;-2.3464592
6.345642;10.469811;-18.280954
-7.199112;-16.21981;15.790547
0.61830705;4.266392;-9.379074
7.0430446;-25.160372;10.706106
-25.032007;3.923166;-15.968024
2.2104309;10.55686;-10.670075
6.5823164;5.589735;15.834746
-20.793549;3.8899426;3.0638523
-6.213892;14.016741;-13.34112
-8.157819;14.178935;12.215797
4.6487007;-24.040586;13.239406
-25.449186;2.170497;-17.099363
1.3845325;-11.992941;19.682169
4.1011796;-18.46827;26.635242
-3.894153;-22.85388;-13.922062
24.54463;12.748402;1.7454499
14.00562;-9.8377;-6.020157
18.625076;0.49115205;10.273841
-19.734314;4.1493883;-10.769785
8.100356;-5.0032244;18.242987
12.835507;7.9362254;-1.2334101
-12.000536;-27.62847;-3.0779278
-22.883047;0.6399414;-11.441342
10.071265;4.1639414;-18.591768
16.457085;1.1768023;9.318536
22.348284;17.863731;-5.1414533
3.7142801;-24.050198;16.011232
-0.22986259;7.5248294;-22.525755
1.8361474;-7.9029255;-27.229458
19.684229;-0.8740032;7.2520146
-13.883801;-2.0743477;-11.301049
17.796354;-15.307119;3.3730402
-7.364157;8.278235;7.5033517
-0.19200261;10.621201;-10.322759
14.762248;2.778803;18.685022
14.755852;10.655558;-11.112408
-12.361779;21.55534;-6.066371
26.324446;11.162665;5.225343
19.877966;2.416875;-7.886412
17.53585;0.74451476;14.7957735
-17.438345;-9.455728;-6.2926574
10.21526;12.218533;-8.404916
-8.9891205;-15.405568;-6.020872
-10.426175;29.179012;1.827706
21.020819;14.504178;8.933591
0.30545178;-9.774476;-18.164076
8.925986;-5.367273;25.459747
-9.06658;-18.904583;11.987043
7.290878;7.9472427;10.4099045
-1.8522635;12.954069;13.113991
-21.339817;11.224537;2.5781007
14.752862;20.923208;-6.981216
-5.5527153;9.809916;9.447633
4.5354824;5.637178;-0.39015085
-11.136096;7.4136734;-26.96832
2.5391102;-19.899738;-21.458199
8.04458;-12.680539;6.63819
-3.20371;-6.3209968;13.63432
-13.248886;15.065672;-2.4709694
-7.5011735;13.773277;10.950464
-15.0577965;-14.998393;0.40720314
-9.443265;5.355544;-28.120731
0.84318423;17.58767;19.479177
2.3125527;-0.6356215;15.687153
11.084918;-7.5544767;-21.386429
22.546856;-12.177627;10.4916
6.421519;-5.8387094;23.940996
21.056618;1.1088333;9.6684
-6.5942273;10.322941;-21.538332
-20.346603;12.871399;5.218308
19.179901;24.36399;10.789283
7.810479;-22.47586;-7.7076406
9.565295;6.912252;13.726491
3.931937;-26.613138;10.651274
-6.8617454;-5.282596;7.181214
4.866374;7.387073;18.239357
-5.506651;-2.555344;15.320394
-2.252058;-2.0024102;13.6860485
-12.838183;2.3245718;-18.619665
-6.4881887;13.253537;-24.877117
9.214396;-18.557821;12.996349
-7.040717;15.163636;-23.86535
10.917964;-10.282191;-22.990105
-5.498039;13.327671;12.34313
-0.5791612;22.655361;2.5010266
-17.50168;1.3710781;-1.8892207
-25.145216;-4.4011626;0.2277565
25.017601;5.036385;3.4318619
-11.579393;-18.215878;-8.573765
13.91694;-8.254641;4.2449837
16.187218;-11.884204;15.981366
-16.577728;0.0010435535;1.323522
18.203003;-14.243714;2.6698396
18.640335;-9.890465;-6.168016
-20.322096;16.035465;7.4766636
-7.5095315;7.6553607;-10.499564
13.47168;5.032191;-4.4233055
-12.043508;9.466428;5.6625824
7.3745317;-2.767946;13.121991
-3.3395298;-8.263652;-16.543434
10.30178;5.312432;-0.15981442
5.7346954;-12.006351;4.217346
22.894047;11.075059;2.38844
-17.261608;19.09563;-6.5694137
3.281437;-9.064989;-21.515234
7.7106247;-21.72832;-6.3392806
2.6207967;-24.76883;-11.217843
26.05033;-3.4495394;8.325911
-13.642996;-4.0883846;-20.167091
12.285409;5.308039;-23.101013
8.25196;-23.182087;13.082706
16.071928;9.149753;-12.076257
-5.2201753;25.08545;-8.855469
-19.133953;-8.632336;-14.616163
6.0616107;3.0324404;-12.752196
8.062821;9.363018;-18.255741
-12.284214;-2.7593338;-7.070818
4.1182327;-18.454876;26.495005
-17.23937;18.337166;-0.09378211
-6.9218946;15.033455;-14.6396
13.402972;8.357077;20.051813
5.1023355;-15.070314;-4.8976607
12.62562;-5.3175173;-4.329107
-0.16717917;-13.0068035;0.26311213
-1.7034428;3.6110833;17.546013
14.485535;-19.768328;-9.035078
3.2749667;-29.37723;1.1295378
-4.488894;-22.946617;-13.756068
-23.668137;14.382309;3.2607534
13.172748;-8.824405;-15.57307
-5.9751043;17.878717;21.580072
-8.14324;-15.395825;10.026829
-3.0882854;24.755095;14.161085
2.005618;20.577963;14.906524
4.2541075;5.8636084;9.13358
-9.658984;3.2498498;-16.475079
-14.692639;-4.543237;-13.6754465
-25.20238;-6.7510276;1.4486805
-16.667793;16.070896;-15.708361
-3.7775092;-23.684357;11.450989
-1.8185395;-5.217268;-14.473711
-5.413032;7.0379224;7.3865385
-2.6462111;17.380144;2.3439198
18.80089;-13.972226;1.2574621
1.7624607;-10.148512;-11.515379
-4.8151608;9.686879;9.751134
14.055707;5.8774443;-8.438174
19.15072;7.8390613;-3.7869163
12.090592;18.55424;19.245913
-2.354595;-10.932814;7.680282
14.378852;14.68185;8.256512
-4.94611;25.646551;-8.725052
-14.300623;16.465405;-18.136608
-8.263028;-21.698801;8.571989
-20.90834;-13.451961;3.538189
3.9127595;26.752743;-8.281394
10.242047;-5.923547;-21.513172
-22.607769;4.938745;-9.990747
-5.1920652;-22.693834;18.25552
-17.346481;-6.976896;-19.732471
-22.327776;-6.966842;3.9534256
-10.498781;-25.275188;-9.511733
9.397631;3.0196018;18.602757
-15.8458605;1.9201881;9.274634
12.403334;-18.438473;-8.4006405
8.44996;13.773091;-0.45280835
8.903158;15.978563;-7.914751
8.179517;30.227198;0.27650744
-0.62213135;1.5452756;10.766437
-1.1071762;-19.99418;6.0793557
-12.587948;25.365168;-0.12044001
-19.06979;12.320365;-11.391446
-1.6873883;-1.6328206;5.684442
0.3965076;-8.831297;-17.282824
-4.061116;4.427661;18.87424
6.2194853;-26.902819;11.632061
-10.00933;-12.283707;-14.044415
-2.7711043;-20.644363;-5.399635
24.126818;-1.0528011;-11.369449
-0.011213517;7.773613;-22.63885
-3.1947255;19.78672;1.3530627
-6.7583146;-23.696625;-14.919018
-20.443499;6.0707088;0.19152972
-11.418678;1.9148686;-13.291666
28.451565;-1.0605572;3.0622125
-7.544781;-3.1021068;-17.420134
11.263167;21.747103;5.5403657
-22.789822;-10.375272;-15.045045
-13.904929;8.031075;5.1046867
18.992842;18.670794;15.314963
-2.1649477;-22.0722;16.676283
-12.5517;14.211126;13.261738
18.678373;-17.568449;1.9575266
-19.330612;-13.779421;-12.691168
-2.1283681;3.9964988;-7.653141
9.142443;-2.2362869;-12.269895
5.1190453;-17.073988;-19.72485
-6.9183455;-2.551195;16.885822
-4.210901;14.261094;-21.172842
-7.2160416;-16.679684;5.8196435
10.220744;12.373019;9.41175
15.379255;-12.429286;16.884192
16.524508;19.368599;-6.828439
-1.6089737;2.924626;18.698446
8.417397;-5.3119707;-2.996312
0.86554056;7.005416;-22.027359
2.51778;-24.833761;-11.048196
9.592759;-13.379896;12.386063
14.689487;-8.7999525;-15.929532
16.548388;0.9435996;-10.776266
-6.5063014;-5.377195;-12.441842
1.4705212;-10.234154;20.745869
5.99009;13.7499695;-5.4327903
-10.341145;-2.9560626;-20.913612
9.846393;-15.533099;13.13092
-6.8651466;-2.871946;-15.798431
-2.1277852;-8.205591;-28.493744
-11.017915;-10.808358;-7.755317
-15.359244;1.0901903;-20.536705
3.8836656;-7.9291997;23.027855
-12.739648;-3.3783553;-6.9867363
-13.179082;-6.244583;12.312333
-2.2606277;4.0219936;-10.093135
-4.1667247;-0.16114374;16.144905
0.76224685;11.763021;-10.016357
-6.112376;23.32322;-6.381896
5.3097377;-19.006805;26.12497
-13.063944;-1.0586947;-11.363153
20.706419;1.7852838;8.969485
-23.911167;14.138955;2.840344
-10.04762;-0.80892044;16.112043
-11.336241;-2.0610845;-5.4581594
-8.784349;-4.1177444;0.66703373
25.31651;-3.1411924;11.896252
22.969032;3.4696481;-3.1077354
-3.541958;-10.766458;5.1335425
-1.2289906;3.2545674;-20.274105
4.99861;17.844923;8.637262
-25.802513;6.248701;4.289829
-8.818781;-26.88783;-1.6718174
4.6709776;-23.930845;11.314964
1.7897732;-8.466113;9.65775
-3.5406642;4.3493886;-27.81481
-5.770393;10.060203;-14.142333
-5.174002;-19.250736;15.058798
17.03932;4.5680113;-11.821741
-15.46016;-7.4135165;-20.183107
-15.948384;-18.196875;-3.2249954
21.77569;8.039687;13.3474865
20.396631;-1.1883845;6.971571
13.988037;-20.995071;9.519978
-8.815397;-21.340218;8.334243
-8.764857;0.2658062;18.992043
-16.667131;16.068552;-15.707215
5.7154655;9.748109;-19.98004
-12.480221;-25.462559;-4.535891
-3.588455;-3.5058835;17.546839
18.947403;-0.039843734;7.588023
9.409829;24.065588;17.060396
18.738863;-14.091671;1.4516101
-5.424109;12.572366;-21.841805
23.388754;13.690974;2.2263296
